
0,0,5,0,2,10,0,0,0,STARTER
1,0,7,0,4,0,0,0,0,ACCON
2,0,7,0,4,0,0,0,0,FUELPUMP
3,0,6,0,0,0,0,0,0,COOLINGFAN
4,0,0,0,0,0,0,0,0,LHEADLAMP
5,0,0,0,0,0,0,0,0,RHEADLAMP
6,0,1,0,0,0,0,0,0,RUNNINGLIGHTS
7,0,41,0,0,0,0,0,0,LIGHTBAR
8,0,2,0,3,15,0,0,0,LEFTRBLINKER
9,0,3,0,3,15,0,0,0,RIGHTRBLINKER
10,0,2,0,3,15,0,0,0,LEFTFBLINKER
11,0,3,0,3,15,0,0,0,RIGHTFBLINKER
12,0,8,0,0,0,0,0,0,LBRAKELIGHT
13,0,8,0,0,0,0,0,0,RBRAKELIGHT
14,0,2,0,2,15,0,0,0,XLBLINKER
15,0,3,0,2,15,0,0,0,XRBLINKER
16,0,4,0,0,0,0,0,0,LBRIGHTS
17,0,4,0,0,0,0,0,0,RBRIGHTS
18,0,41,0,0,0,0,0,0,HTRBLOWERLOW
19,0,41,0,0,0,0,0,0,HTRBLOWERMED
20,0,41,0,0,0,0,0,0,HTRBLOWERHIGH
21,0,41,0,0,0,0,0,0,WWIPER1
22,0,41,0,0,0,0,0,0,WWIPER2
23,0,41,0,0,0,0,0,0,TRLEFTBLINKER
24,0,41,0,0,0,0,0,0,TRRIGHTBLINKER
25,0,41,0,0,0,0,0,0,INTRUDERALARM
26,0,41,0,0,0,0,0,0,BLINKINDICATE
27,0,41,0,0,0,0,0,0,BATTERYCOMPHEATER
28,0,41,0,0,0,0,0,0,ALARMSPEAKER
29,0,41,0,0,0,0,0,0,BACKUPLIGHTS
30,0,41,0,0,0,0,0,0,TESTOUTPUT27
31,0,41,0,0,0,0,0,0,TESTOUTPUT28
32,0,41,0,0,0,0,0,0,TESTOUTPUT29
33,0,41,0,0,0,0,0,0,TESTOUTPUT30
34,0,41,0,0,0,0,0,0,TESTOUTPUT31
35,0,41,0,0,0,0,0,0,TESTOUTPUT32
36,0,41,0,0,0,0,0,0,TESTOUTPUT33
37,0,41,0,0,0,0,0,0,TESTOUTPUT34
38,0,41,0,0,0,0,0,0,TESTOUTPUT35
39,0,41,0,0,0,0,0,0,NULL2

